AirportID,Name,Latitude,Longitude
220,Airport_220,62.860213888952025,83.11229107331194
221,Airport_221,28.370320614061807,157.80256445557362
222,Airport_222,12.29554860038489,-114.75609618036235
223,Airport_223,-73.13854179094335,-156.0613437479601
224,Airport_224,-23.811155449301967,86.80343374442126
225,Airport_225,-42.26357381728942,26.810320744768283
226,Airport_226,-46.08186419176496,123.05835963297794
227,Airport_227,85.1418998554402,-129.6819444145358
228,Airport_228,-19.242409559983127,106.29623226956046
229,Airport_229,70.56837993188039,-107.41416478281197
230,Airport_230,23.60495267950732,-121.08386056834638
231,Airport_231,53.06603463749671,-120.86431274484254
232,Airport_232,0.47467675893458017,113.24689928329757
233,Airport_233,13.84269923274464,59.47099945063205
234,Airport_234,-1.346815112604498,8.303552916882957
235,Airport_235,-54.85626219635199,-50.8210257155391
236,Airport_236,40.04138074707096,135.79219469271897
237,Airport_237,-39.46097476064595,-38.71976132785126
238,Airport_238,-85.62312604233831,113.97579820976776
239,Airport_239,26.185013263290205,-21.91143291472137
240,Airport_240,-58.12007770673119,-44.30000540703327
241,Airport_241,79.28254518352458,-13.435277158941684
242,Airport_242,81.70714386046572,-71.50396530090885
243,Airport_243,74.67559023968073,89.1393768634504
244,Airport_244,-23.37143395402001,0.9793404332924949
245,Airport_245,-87.21780902480387,-96.40342974714576
246,Airport_246,77.09734126579058,143.84684637884465
247,Airport_247,-12.926853302883421,-41.799160305643895
248,Airport_248,83.99786742786053,15.679030001035894
249,Airport_249,83.45159587606551,146.3299599472369
250,Airport_250,63.54170198412481,44.725678529037154
251,Airport_251,-36.99919942747458,-137.91670534498894
252,Airport_252,-20.682408851653452,158.33956450085105
253,Airport_253,63.204600873034245,45.97489910571043
254,Airport_254,-32.95403907187002,-59.433978723448995
255,Airport_255,-59.49130559650335,-129.8620538411806
256,Airport_256,10.224227242503028,105.84906813730655
257,Airport_257,78.50785934894057,43.22619213426486
258,Airport_258,35.28536340149514,12.045993111475749
259,Airport_259,12.611010616085693,141.80132989834476
260,Airport_260,-72.50823112126166,103.89499604083107
261,Airport_261,20.701300805850554,-125.39704329620957
262,Airport_262,88.2096930187674,-67.78005559360264
263,Airport_263,-64.78487725742568,-90.54390966679233
264,Airport_264,3.2993374254726127,87.8206653261637
265,Airport_265,67.92715294703198,-167.92832349511943
266,Airport_266,43.3383511957568,25.16028655367395
267,Airport_267,35.462833379148236,94.48512686664859
268,Airport_268,36.447135117679665,135.6356292342298
269,Airport_269,-25.29159278044407,-56.85057046227331
270,Airport_270,-37.153468032391196,115.65262968192462
271,Airport_271,55.68500798613245,-140.1725746961254
272,Airport_272,55.82041104225254,124.72282502442656
273,Airport_273,66.07301734441866,-134.10408156048632
274,Airport_274,74.38329946016484,-36.976575398267784
275,Airport_275,2.0416317949688034,107.0263316806393
276,Airport_276,0.27293304369592875,-126.02972615444143
277,Airport_277,53.69313221401953,-97.46949771624907
278,Airport_278,26.99350753999773,80.01092462150386
279,Airport_279,36.3540379063866,79.21315315658677
280,Airport_280,53.24268049849819,50.81314783870703
281,Airport_281,70.20096152716194,69.821440008156
282,Airport_282,-29.160871766723556,15.380799605134623
283,Airport_283,-22.39506852481008,-89.35233879349701
284,Airport_284,-73.08325082864359,-55.549442338589
285,Airport_285,14.090425379311316,-114.62482195148677
286,Airport_286,-83.53039071658642,147.0422020801062
287,Airport_287,-6.192356736157172,30.021046115803365
288,Airport_288,7.676034247363792,-35.69348996508964
289,Airport_289,-38.422574616908804,-13.677910688112235
290,Airport_290,16.349986902421936,161.02200226025352
291,Airport_291,-84.5099550109711,-124.79349487821113
292,Airport_292,-83.2773260251414,31.042739526047004
293,Airport_293,58.06810091873849,2.119924398407753
294,Airport_294,-25.16568454597268,40.123524756473216
295,Airport_295,-67.12910772266073,-173.48033382449742
296,Airport_296,4.003786809864787,133.96460721989453
297,Airport_297,48.598839557749955,155.56258169410046
298,Airport_298,-51.15221505056823,23.44794609211522
299,Airport_299,22.120285647420047,70.79429659568122
300,Airport_300,-74.63745630112176,152.09977722382644
301,Airport_301,-80.69729018965062,74.6059083528235
302,Airport_302,5.643833682266639,-125.08594455086592
303,Airport_303,7.314321889819173,27.463809660052743
304,Airport_304,24.73738226967718,38.41741669782812
305,Airport_305,40.69644007007908,-27.312958331141033
306,Airport_306,85.65337430325623,85.11992482490022
307,Airport_307,2.934062694215156,156.37212531684534
308,Airport_308,-31.867834870575727,153.20466464643948
309,Airport_309,53.13351505836666,-17.697826294512442
310,Airport_310,-41.25019477282664,-139.2343034973281
311,Airport_311,-10.985144272985501,174.54283162644046
312,Airport_312,-75.87785135839212,122.00331112053628
313,Airport_313,-85.43686618521765,-135.12143476682394
314,Airport_314,83.2767146420265,151.50307774225405
315,Airport_315,60.47642169219705,133.16269034236618
316,Airport_316,35.27535709686563,6.781700565385962
317,Airport_317,-16.388470005431422,32.85915686817453
318,Airport_318,-58.80702238724776,-36.359026606753105
319,Airport_319,-61.84133231920451,-160.28581002406872
320,Airport_320,-44.95627833037284,-59.32899300747567
321,Airport_321,8.860799647101684,109.02724149528412
322,Airport_322,38.62726608601122,-178.33247171834296
323,Airport_323,28.83552780919163,-59.94029819118809
324,Airport_324,-39.61189854973029,-36.65927030726041
325,Airport_325,81.87575051937493,13.462417057652235
326,Airport_326,42.82144500523833,151.14802190859376
327,Airport_327,9.783729452052123,-55.31544202825395
328,Airport_328,20.109734322183403,-55.09684731735803
329,Airport_329,-14.471988762997816,85.50044931950941
330,Airport_330,-45.408421889791654,-17.201541279669424
331,Airport_331,-25.924917842772913,-99.1422637416065
332,Airport_332,46.41229988358644,-17.121774192230376
333,Airport_333,-87.40917204664395,-129.29147266327206
334,Airport_334,-69.10692470875507,-116.50068485775961
335,Airport_335,-81.7195244360845,-0.5876018137872929
336,Airport_336,-82.66881558258538,-29.186838178362752
337,Airport_337,63.9829051219813,149.344524384516
338,Airport_338,36.658414688404264,-49.53819631801208
339,Airport_339,-4.648710764281465,29.011806100095644
340,Airport_340,-72.38985108281973,47.615143651030934
341,Airport_341,-1.5091424789701757,-175.28599562819988
342,Airport_342,-4.775081259498178,58.87345392601581
343,Airport_343,-58.82366341619727,-115.90705192688948
344,Airport_344,-11.906703137164854,165.98531428900387
345,Airport_345,-18.26914780847278,-126.48141800887933
346,Airport_346,20.853017649398964,-30.735315458271458
347,Airport_347,24.316857156175885,-149.27411949168823
348,Airport_348,-81.84527824103199,178.87473066454106
349,Airport_349,-22.56972936723518,0.790203719247331
350,Airport_350,22.654784828562548,34.338606235215764
351,Airport_351,0.5645265444157865,-155.8524681401661
352,Airport_352,64.16817141389801,89.985769343704
353,Airport_353,28.5648536914101,-104.43398648558913
354,Airport_354,-60.671803125342656,143.29954419865695
355,Airport_355,-77.29762546792263,-106.14972942647742
356,Airport_356,25.63547007713681,-111.35242056108004
357,Airport_357,-85.22796410250807,-166.84211957468585
358,Airport_358,15.439604629223393,-10.055899760400271
359,Airport_359,79.24144345649236,23.342807974541913
360,Airport_360,13.585352017658213,-156.34488980579314
361,Airport_361,-20.129413282826057,99.18994201020381
362,Airport_362,25.791879319623572,-16.816019490710058
363,Airport_363,-7.514479711527007,8.780496957928815
364,Airport_364,8.21102207686829,-21.32541110223787
365,Airport_365,79.46366557977453,-35.725298084882645
366,Airport_366,-20.501525195860633,21.47051927095844
367,Airport_367,83.01430148830455,-124.1135114649435
368,Airport_368,72.96311555209147,-114.5058730217024
369,Airport_369,-54.75759573792664,130.24282356486623
370,Airport_370,-77.51496584247022,160.6015663681078
371,Airport_371,-71.8599597520632,-45.608646139288936
372,Airport_372,-86.72007138272104,-82.53191766832065
373,Airport_373,-73.0002670639329,51.83983556604567
374,Airport_374,32.94121921494423,-32.8556984046853
375,Airport_375,-77.18604327715879,-170.86091196227585
376,Airport_376,-32.58438654712297,-123.78506494817147
377,Airport_377,62.07755597450182,77.75000238506311
378,Airport_378,-85.81105156755135,57.21261908765449
379,Airport_379,56.60432686600844,-170.24544269874593
380,Airport_380,-39.266140540788015,-100.0900217041382
381,Airport_381,-68.73033102810187,-96.8130732282943
382,Airport_382,35.412689765547114,61.88138769554223
383,Airport_383,23.20971242037912,-172.9042064084289
384,Airport_384,67.94496243486954,-142.52091048555343
385,Airport_385,42.31278788469944,107.96979073434817
386,Airport_386,54.62656746927274,-115.7239216604399
387,Airport_387,-39.23377693716483,54.988598826674895
388,Airport_388,-58.06088211964989,-94.25419882317846
389,Airport_389,45.1106552953545,-144.20109860663575
390,Airport_390,55.23025306810752,-92.45801124019653
391,Airport_391,88.2909255601212,80.01609546803729
392,Airport_392,-15.728818155943234,128.05072851826287
393,Airport_393,-23.03674455729903,118.87915124411697
394,Airport_394,49.75433293355943,-37.01392933735627
395,Airport_395,-28.65536275445679,60.51064916543262
396,Airport_396,77.53631860864165,-106.20565365030446
397,Airport_397,64.51429533174212,-74.46681710603522
398,Airport_398,-12.781075072496698,142.68089466760313
399,Airport_399,45.156792202469525,-175.31930753613503
400,Airport_400,45.817717335242826,-149.21692889239148
401,Airport_401,-71.43770360953214,-105.16094814743016
402,Airport_402,72.459523202322,-170.4484066054249
403,Airport_403,0.9454270406142862,-114.68324336767297
404,Airport_404,58.76234389939349,29.894961949089183
405,Airport_405,-32.391071814489884,-28.28716178670074
406,Airport_406,71.19418112931609,141.36181598771094
407,Airport_407,-19.943697827850638,114.27968222583873
408,Airport_408,-88.0492227335463,-56.94575338876465
409,Airport_409,72.96875575546746,-86.60756396473471
410,Airport_410,-73.56839817849595,-43.310733059783914
411,Airport_411,-32.52354523372532,32.50617930533079
412,Airport_412,81.01115406914488,-83.49708930376454
413,Airport_413,81.1092864487601,44.69360682568825
414,Airport_414,13.2188198621915,-32.611805211153445
415,Airport_415,23.730698190563867,18.736985106712886
416,Airport_416,-9.279806043902441,-22.994449511285993
417,Airport_417,-37.22206109434838,-73.99232656490963
418,Airport_418,-30.840381833415126,161.4431905063764
419,Airport_419,31.053322093866914,94.8980858975139
420,Airport_420,45.42741529878241,-129.55925672407707
421,Airport_421,52.48422787065274,132.6484713232486
422,Airport_422,52.1312657030197,-4.524768630175089
423,Airport_423,-73.58290145123573,142.0388016818729
424,Airport_424,-1.0043451535353354,107.94789214103348
425,Airport_425,-79.63942319700404,-26.92313839107596
426,Airport_426,8.915198818272396,-171.91104900475773
427,Airport_427,-10.524509752792138,-83.27615062141942
428,Airport_428,69.78675289649395,14.988317277912092
429,Airport_429,-26.835297740625837,48.052159137413014
430,Airport_430,-68.92793704303095,-87.16043324404718
431,Airport_431,-64.26149723048954,-129.83181333378332
432,Airport_432,47.071913709145,120.57488524774769
433,Airport_433,21.27925139692699,174.38478505327876
434,Airport_434,-71.79791829789775,9.248465628966898
435,Airport_435,-74.86077489930047,-118.19545709461075
436,Airport_436,36.1744436626416,-81.96936245302717
437,Airport_437,-76.90265885444516,-173.37935644291198
438,Airport_438,57.93481067226412,149.14757036177963
439,Airport_439,37.123600888169314,-137.6096101595492
440,Airport_440,-75.35721948445804,27.54593118513128
441,Airport_441,-74.72921146466545,-81.34012055260584
442,Airport_442,87.59512413021159,19.504080905685626
443,Airport_443,-22.631256763898342,54.51133980667112
444,Airport_444,-23.284413527959636,118.70704933459258
445,Airport_445,56.30392210635046,-105.68834216618285
446,Airport_446,80.50474392909457,-176.04150168294703
447,Airport_447,87.48019148811676,-130.72117317522938
448,Airport_448,45.608073346609494,144.00671106531783
449,Airport_449,-22.273274604435162,134.60042792250547
450,Airport_450,-74.96987099423963,35.06871678131099
451,Airport_451,49.886444866938625,36.18606975611522
452,Airport_452,10.512764952444908,59.413202836651976
453,Airport_453,-13.640038335544268,-116.86633969555815
454,Airport_454,73.14378931705248,149.18830053298552
455,Airport_455,-69.98445318489276,-29.242611038853678
456,Airport_456,-1.327481227645353,-42.07012983018092
457,Airport_457,-87.95634394186457,6.810373901821514
458,Airport_458,-5.641084441057272,-163.09225196098018
459,Airport_459,-79.86541037726927,-120.13798724781141
460,Airport_460,-68.61277507174705,85.69210191349336
461,Airport_461,-68.84527558012113,-150.19247954695447
462,Airport_462,26.857854380891443,37.13475940789975
463,Airport_463,44.28807826777619,-91.67432051472446
464,Airport_464,15.006377717488732,-39.85357894488844
465,Airport_465,83.19105872541755,-76.07025476254805
466,Airport_466,-22.52329568573327,-51.95782207261831
467,Airport_467,-38.57182446926507,78.85652586632838
468,Airport_468,66.34784307410285,-73.03618237565699
469,Airport_469,-49.752749066498524,23.905670506882988
470,Airport_470,83.38005709931004,-8.62185520832412
471,Airport_471,-87.81219455583306,58.92161953055333
472,Airport_472,84.57818880737503,157.25870615691287
473,Airport_473,-82.2312158488963,83.7259549956901
474,Airport_474,70.40576046565279,-102.62146370732756
475,Airport_475,4.986199635533975,-168.77407137793753
476,Airport_476,88.73366330147405,-85.58494405206297
477,Airport_477,-76.7166183476282,34.22805505209174
478,Airport_478,9.69377119223774,-161.48670714566987
479,Airport_479,84.47445641143781,-1.3081510075549163
480,Airport_480,4.157611950626787,34.863425610080114
481,Airport_481,23.291754864347254,-59.672199305894104
482,Airport_482,35.23476401723109,97.5283933484959
483,Airport_483,-8.182608341800819,-141.62462887184216
484,Airport_484,22.96045441513142,-152.95039857510884
485,Airport_485,15.176576146158043,82.1479522332972
486,Airport_486,72.20844188837802,-1.6231261657685536
487,Airport_487,-81.81965153853758,67.82486271398497
488,Airport_488,-39.42662587339854,-23.462158102651358
489,Airport_489,81.07406713378057,-91.29526803392154
490,Airport_490,70.24748110036494,114.8768343627119
491,Airport_491,-7.981784498571671,107.78971642883253
492,Airport_492,21.62386760427661,70.09072950759364
493,Airport_493,-40.071387063396116,-82.02775059721343
494,Airport_494,-56.138191249722965,32.483040072871354
495,Airport_495,-6.534287110803212,-50.04939710159035
496,Airport_496,-26.396598955310495,-147.0304536024117
497,Airport_497,15.058100133156973,150.2328871664074
498,Airport_498,-76.00776534630273,-130.7452928691739
499,Airport_499,85.39106537990996,162.08544737548888
500,Airport_500,87.51793400632852,-19.437921735135934
